title,placeUrl,website,status,subtitle,rating,reviewCount,category,address,phoneNumber,searchQuery
Awoyaya Bus Stop,https://www.google.com/maps/place/Awoyaya+Bus+Stop/data=!4m7!3m6!1s0x103bfe7afa404753:0x6e52d65172bb4161!8m2!3d6.4709601!4d3.7106484!16s%2Fg%2F1thrg1wz!19sChIJU0dA-nr-OxARYUG7clHWUm4,,No website found,,3.5,14,Bus stop,"105101, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Atunrase Bus Stop,https://www.google.com/maps/place/Atunrase+Bus+Stop/data=!4m7!3m6!1s0x103953e4b9866869:0x7492546958e0c50f!8m2!3d6.4722258!4d3.8357599!16s%2Fg%2F11btx0j060!19sChIJaWiGueRTORARD8XgWGlUknQ,,No website found,,3.0,2,Bus stop,"Atunrase Estate 105101, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Ologunfe Bus Stop,https://www.google.com/maps/place/Ologunfe+Bus+Stop/data=!4m7!3m6!1s0x103bffe113b34ffd:0xc77b4231ec2550ec!8m2!3d6.4682819!4d3.7030326!16s%2Fg%2F11h75zwf81!19sChIJ_U-zE-H_OxAR7FAl7DFCe8c,,No website found,,3.6,308,Transportation service,"FP93+867, Alh. Kamaldeen Oritola Dr, 105101, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Onosa Bus Stop Ibeju Lekki Lagos,https://www.google.com/maps/place/Onosa+Bus+Stop+Ibeju+Lekki+Lagos/data=!4m7!3m6!1s0x10395528ba909999:0xbb85dd1542d93bbc!8m2!3d6.4712695!4d3.8006049!16s%2Fg%2F11fpqq2bqz!19sChIJmZmQuihVORARvDvZQhXdhbs,,No website found,,3.6,392,Hair extensions supplier,"Onosa Bus Stop, 2 Taoreed Cl, 105101, Lagos, Nigeria",+234 817 721 5720,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Bogije,https://www.google.com/maps/place/Bogije/data=!4m7!3m6!1s0x103955e3c92082dd:0x1e332278af16f499!8m2!3d6.475981!4d3.757726!16s%2Fg%2F11h84r8nvl!19sChIJ3YIgyeNVORARmfQWr3giMx4,,No website found,,3.9,19,Bus station,"105101, Gbogije-Ibeju, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Shapati,https://www.google.com/maps/place/Shapati/data=!4m7!3m6!1s0x103955d3f96747c3:0xfae4e4eb6161b648!8m2!3d6.47335!4d3.77947!16s%2Fg%2F11fp8k_w5c!19sChIJw0dn-dNVORARSLZhYevk5Po,,No website found,,3.8,16,Bus station,"105101, Gbogije-Ibeju, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Eputu Bus Station,https://www.google.com/maps/place/Eputu+Bus+Station/data=!4m7!3m6!1s0x103bfe73a3d966c9:0xb1e32ce513fb32a3!8m2!3d6.4726071!4d3.7203205!16s%2Fg%2F1tff055h!19sChIJyWbZo3P-OxARozL7E-Us47E,,No website found,,3.6,5,Bus stop,"105101, Eputu Town, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Eleko,https://www.google.com/maps/place/Eleko/data=!4m7!3m6!1s0x103953e0ed38fddd:0x947d1abd5cc112b9!8m2!3d6.47508!4d3.84385!16s%2Fg%2F11j0j2t411!19sChIJ3f047eBTORARuRLBXL0afZQ,,No website found,,3.0,1,Bus station,"105101, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Container,https://www.google.com/maps/place/Container/data=!4m7!3m6!1s0x103bfe7d2c80616d:0x8f18f4c9d6e42f33!8m2!3d6.469046!4d3.705111!16s%2Fg%2F11fp8l2pnw!19sChIJbWGALH3-OxARMy_k1sn0GI8,,No website found,,,,Bus station,"105101, Awoyaya, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Aiyeteju,https://www.google.com/maps/place/Aiyeteju/data=!4m7!3m6!1s0x1039541b321d51ed:0xff2bac0039b1e0f6!8m2!3d6.471448!4d3.814337!16s%2Fg%2F11fp8kwxqn!19sChIJ7VEdMhtUORAR9uCxOQCsK_8,,No website found,,4.2,5,Bus station,"105101, Efiran, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Abijo Bus stop,https://www.google.com/maps/place/Abijo+Bus+stop/data=!4m7!3m6!1s0x103bffe65ab31c77:0x1ec20b1e6226874a!8m2!3d6.4660852!4d3.6661288!16s%2Fg%2F11mqwlcq2g!19sChIJdxyzWub_OxARSocmYh4Lwh4,,No website found,,3.6,469,Transportation service,"Alh. Tolani Bakare St, Eti-Osa 105101, Lagos, Nigeria",+234 916 099 9960,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Maletalafia,https://www.google.com/maps/place/Maletalafia/data=!4m7!3m6!1s0x103955dee55b04c1:0xa6ee4fa905cafd5b!8m2!3d6.475779!4d3.767052!16s%2Fg%2F11j0j2qcqx!19sChIJwQRb5d5VORARW_3KBalP7qY,,No website found,,,,Bus station,"105101, Gbogije-Ibeju, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Baba Adisa,https://www.google.com/maps/place/Baba+Adisa/data=!4m7!3m6!1s0x103953f89ce12f2b:0xaf506353442d4f8d!8m2!3d6.47142!4d3.825001!16s%2Fg%2F11fp8kxc83!19sChIJKy_hnPhTORARjU8tRFNjUK8,,No website found,,3.4,11,Bus station,"105101, Eluju, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Igando,https://www.google.com/maps/place/Igando/data=!4m7!3m6!1s0x1039541bafb9b76d:0xb35e88207b150534!8m2!3d6.471307!4d3.811566!16s%2Fg%2F11fp8l6c45!19sChIJbbe5rxtUORARNAUVeyCIXrM,,No website found,,3.0,2,Bus station,"105101, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Crown Estate,https://www.google.com/maps/place/Crown+Estate/data=!4m7!3m6!1s0x103bf95b513a65eb:0xbb6ae2a7919841c2!8m2!3d6.469743!4d3.647476!16s%2Fg%2F11fp8kxqx4!19sChIJ62U6UVv5OxARwkGYkafiars,,No website found,,1.0,1,Bus station,"Eti-Osa 106104, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Lakowe,https://www.google.com/maps/place/Lakowe/data=!4m7!3m6!1s0x103bfe018d43ee79:0xe64e69a98f756974!8m2!3d6.47454!4d3.742177!16s%2Fg%2F11j0j2x6_0!19sChIJee5DjQH-OxARdGl1j6lpTuY,,No website found,,,,Bus station,"105101, Awoyaya, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Awoyaya,https://www.google.com/maps/place/Awoyaya/data=!4m7!3m6!1s0x103bfe7ae2ab091b:0xd2188923308abca1!8m2!3d6.47083!4d3.710525!16s%2Fg%2F11j0j2y1l1!19sChIJGwmr4nr-OxARobyKMCOJGNI,,No website found,,,,Bus station,"105101, Awoyaya, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Oribanwa,https://www.google.com/maps/place/Oribanwa/data=!4m7!3m6!1s0x103bfe0c8a2b3ae7:0x563b027ab24f37ec!8m2!3d6.473044!4d3.725583!16s%2Fg%2F11fp8l2t07!19sChIJ5zorigz-OxAR7DdPsnoCO1Y,,No website found,,4.2,9,Bus station,"105101, Awoyaya, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Owode Bus Stop,https://www.google.com/maps/place/Owode+Bus+Stop/data=!4m7!3m6!1s0x103bfa753fd11f17:0x231e4f63a072574c!8m2!3d6.5029911!4d3.5826641!16s%2Fg%2F1ydp2z5s3!19sChIJFx_RP3X6OxARTFdyoGNPHiM,,No website found,,4.1,14,Bus stop,"Langbasa Rd, Eti-Osa 106104, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Elerangbe Bus Stop,https://www.google.com/maps/place/Elerangbe+Bus+Stop/data=!4m7!3m6!1s0x103951ca2fe3131f:0x48cdfb5c91cf6715!8m2!3d6.520777!4d3.8903913!16s%2Fg%2F11nwbc57yl!19sChIJHxPjL8pRORARFWfPkVz7zUg,,No website found,,4.2,32,Housing society,"Elerangbe Rd, 105101, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Abijo,https://www.google.com/maps/place/Abijo/data=!4m7!3m6!1s0x103bfeb9f22fc273:0xde75d73333ba3240!8m2!3d6.463258!4d3.673452!16s%2Fg%2F11j0j2wjn3!19sChIJc8Iv8rn-OxARQDK6MzPXdd4,,No website found,,4.0,3,Bus station,"105101, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
PRIMA ELECTRONIC,https://www.google.com/maps/place/PRIMA+ELECTRONIC/data=!4m7!3m6!1s0x103954259837fbdd:0x8cf8bfea182d1511!8m2!3d6.471464!4d3.795466!16s%2Fg%2F11j0j2tzt1!19sChIJ3fs3mCVUORARERUtGOq_-Iw,,No website found,,5.0,1,Bus station,"Km 47 Lekki - Epe Expy, Eti-Osa 101222, Sangotedo, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Shapati bus stop,https://www.google.com/maps/place/Shapati+bus+stop/data=!4m7!3m6!1s0x1039551f46af730f:0x46760ff26861ef9!8m2!3d6.4727215!4d3.7806417!16s%2Fg%2F11td0qp6sl!19sChIJD3OvRh9VORAR-R6GJv9gZwQ,,No website found,,3.5,20,Association or organization,"FQFJ+74R, Lekki - Epe Expy, 105101, Lekki, Lagos, Nigeria",+234 706 224 7639,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Lakowe,https://www.google.com/maps/place/Lakowe/data=!4m7!3m6!1s0x103bfe01ed4fc7c9:0xcf9decbaacb2d6b0!8m2!3d6.474644!4d3.742272!16s%2Fg%2F11hf00v7fg!19sChIJycdP7QH-OxARsNayrLrsnc8,,No website found,,3.6,10,Bus station,"105101, Gbogije-Ibeju, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Ajah,https://www.google.com/maps/place/Ajah/data=!4m7!3m6!1s0x103bf7467369103d:0x622cd4c7cb2f51ee!8m2!3d6.4686055!4d3.5656496!16s%2Fg%2F1tlv40lj!19sChIJPRBpc0b3OxAR7lEvy8fULGI,,No website found,,3.9,180,Bus stop,"Aja 106104, Lekki, Eti-Osa, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Kings Guard Bus Stop,https://www.google.com/maps/place/Kings+Guard+Bus+Stop/data=!4m7!3m6!1s0x103bf6f79ee6c0d7:0x48d531d56fe092c0!8m2!3d6.4406354!4d3.5295939!16s%2Fg%2F1hhvmzkxh!19sChIJ18Dmnvf2OxARwJLgb9Ux1Ug,,No website found,,3.0,2,Bus stop,"Lekki-Epe Expressway, Eti-Osa 106104, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Abraham Adesanya Bus Stop,https://www.google.com/maps/place/Abraham+Adesanya+Bus+Stop/data=!4m7!3m6!1s0x103bf96c55fdf2f5:0xce05bcf898ea6121!8m2!3d6.4694152!4d3.5846184!16s%2Fg%2F11rgqp82p3!19sChIJ9fL9VWz5OxARIWHqmPi8Bc4,,No website found,,4.0,1024,Bus and coach company,"Aja 106104, Lekki, Lagos, Nigeria",+234 806 463 0072,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
7th Roundabout Lekki Bus Stop,https://www.google.com/maps/place/7th+Roundabout+Lekki+Bus+Stop/data=!4m7!3m6!1s0x103bf6f9d66bd749:0x4506625774258a60!8m2!3d6.4412644!4d3.5307741!16s%2Fg%2F1hc7bkm6n!19sChIJSddr1vn2OxARYIoldFdiBkU,,No website found,,4.4,7,Bus stop,"Eti-Osa 106104, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Ikota Bus Stop,https://www.google.com/maps/place/Ikota+Bus+Stop/data=!4m7!3m6!1s0x103bf71172133057:0x194e03f684be2573!8m2!3d6.4519414!4d3.5549408!16s%2Fg%2F1hhxhl7nj!19sChIJVzATchH3OxARcyW-hPYDThk,,No website found,,3.4,11,Bus stop,"Aja 106104, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
5th Roundabout Lekki Bus Stop,https://www.google.com/maps/place/5th+Roundabout+Lekki+Bus+Stop/data=!4m7!3m6!1s0x103bf67d0a2b49cf:0xaf6363f59104d26c!8m2!3d6.4367121!4d3.5080826!16s%2Fg%2F1hc4df6rc!19sChIJz0krCn32OxARbNIEkfVjY68,,No website found,,4.1,18,Bus stop,"Eti-Osa 106104, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Igbo Efon bus stop,https://www.google.com/maps/place/Igbo+Efon+bus+stop/data=!4m7!3m6!1s0x103bf79c0b28c5bb:0x3caf12d4fd2e2728!8m2!3d6.4388819!4d3.5211119!16s%2Fg%2F11p1520z4j!19sChIJu8UoC5z3OxARKCcu_dQSrzw,,No website found,,4.1,64,Parking lot,"CGQC+HC5, Lekki - Epe Express Road, Lekki Penninsula II 106104, Lekki, Nigeria",+234 818 414 3521,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
New Road Bus Stop (Alpha Beach),https://www.google.com/maps/place/New+Road+Bus+Stop+%28Alpha+Beach%29/data=!4m7!3m6!1s0x103bf6f61502c845:0xf965956024f2bdca!8m2!3d6.4397502!4d3.5266407!16s%2Fg%2F1hhgmz_tc!19sChIJRcgCFfb2OxARyr3yJGCVZfk,,No website found,,3.7,27,Bus station,"Lekki-Epe Expressway, Eti-Osa 106104, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
ELF Bus Stop,https://www.google.com/maps/place/ELF+Bus+Stop/data=!4m7!3m6!1s0x103bf5b134e28c45:0xed5b95512a28cdbf!8m2!3d6.4317653!4d3.4749734!16s%2Fg%2F1hf06z63k!19sChIJRYziNLH1OxARv80oKlGVW-0,,No website found,,4.0,22,Bus stop,"Lekki-Epe Expressway, Eti-Osa 106104, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Paramount Stamped Floor Materials,https://www.google.com/maps/place/Paramount+Stamped+Floor+Materials/data=!4m7!3m6!1s0x103bf95b54256777:0x8d8176a284565d43!8m2!3d6.469596!4d3.647316!16s%2Fg%2F11fp8l143w!19sChIJd2clVFv5OxARQ11WhKJ2gY0,,No website found,,3.5,2,Bus stop,"Eti-Osa 106104, Lekki, Lagos, Nigeria",,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
Wisdom Bassey electrical enterprise Bus Stop,https://www.google.com/maps/place/Wisdom+Bassey+electrical+enterprise+Bus+Stop/data=!4m7!3m6!1s0x103bf5c978ba27eb:0x1df85564f78d47d4!8m2!3d6.4329553!4d3.4821678!16s%2Fg%2F1hhjkrms0!19sChIJ6ye6eMn1OxAR1EeN92RV-B0,,No website found,,3.9,2181,Park & ride,"Lekki - Epe Expy, Lekki Phase I 106104, Lekki, Lagos, Nigeria",+234 706 887 0867,"https://www.google.com/maps/search/bus+stop+in+Ibeju+Lekki/@6.4220638,3.1983139,10z/data=!3m1!4b1?entry=ttu"
